group,residual,angle,file_a,split_a,file_b,split_b,class
49,6.39,332.0,data_clean\train\ok_front\cast_ok_0_2103.jpeg,train,data_clean\train\ok_front\cast_ok_0_6020.jpeg,train,ok_front
,6.39,286.0,data_clean\train\ok_front\cast_ok_0_7048.jpeg,train,data_clean\train\ok_front\cast_ok_0_7511.jpeg,train,ok_front
1108,6.39,264.0,data_clean\train\def_front\cast_def_0_4238.jpeg,train,data_clean\train\def_front\cast_def_0_985.jpeg,train,def_front
1030,6.39,48.0,data_clean\train\ok_front\cast_ok_0_6551.jpeg,train,data_clean\val\ok_front\cast_ok_0_935.jpeg,val,ok_front
925,6.39,328.0,data_clean\train\ok_front\cast_ok_0_4892.jpeg,train,data_clean\train\ok_front\cast_ok_0_503.jpeg,train,ok_front
14,6.39,314.0,data_clean\train\def_front\cast_def_0_5365.jpeg,train,data_clean\train\def_front\cast_def_0_6007.jpeg,train,def_front
991,6.39,0.0,data_clean\train\ok_front\cast_ok_0_5425.jpeg,train,data_clean\train\ok_front\cast_ok_0_6023.jpeg,train,ok_front
345,6.39,0.0,data_clean\train\ok_front\cast_ok_0_9013.jpeg,train,data_clean\train\ok_front\cast_ok_0_9534.jpeg,train,ok_front
274,6.39,158.0,data_clean\train\ok_front\cast_ok_0_4183.jpeg,train,data_clean\train\ok_front\cast_ok_0_5006.jpeg,train,ok_front
828,6.39,50.0,data_clean\train\def_front\cast_def_0_4841.jpeg,train,data_clean\val\def_front\cast_def_0_1635.jpeg,val,def_front
,6.39,320.0,data_clean\train\ok_front\cast_ok_0_1854.jpeg,train,data_clean\train\ok_front\cast_ok_0_4975.jpeg,train,ok_front
22,6.39,216.0,data_clean\train\ok_front\cast_ok_0_1963.jpeg,train,data_clean\train\ok_front\cast_ok_0_6150.jpeg,train,ok_front
1362,6.39,328.0,data_clean\train\ok_front\cast_ok_0_2218.jpeg,train,data_clean\train\ok_front\cast_ok_0_8047.jpeg,train,ok_front
923,6.39,32.0,data_clean\train\ok_front\cast_ok_0_5515.jpeg,train,data_clean\train\ok_front\cast_ok_0_6620.jpeg,train,ok_front
1603,6.39,148.0,data_clean\train\def_front\cast_def_0_321.jpeg,train,data_clean\train\def_front\cast_def_0_359.jpeg,train,def_front
1,6.39,210.0,data_clean\train\def_front\cast_def_0_1705.jpeg,train,data_clean\train\def_front\cast_def_0_9935.jpeg,train,def_front
1636,6.40,104.0,data_clean\train\def_front\cast_def_0_4206.jpeg,train,data_clean\train\def_front\cast_def_0_9584.jpeg,train,def_front
28,6.40,78.0,data_clean\train\def_front\cast_def_0_1207.jpeg,train,data_clean\train\def_front\cast_def_0_9461.jpeg,train,def_front
22,6.40,292.0,data_clean\train\ok_front\cast_ok_0_5934.jpeg,train,data_clean\train\ok_front\cast_ok_0_9767.jpeg,train,ok_front
564,6.40,270.0,data_clean\train\ok_front\cast_ok_0_2077.jpeg,train,data_clean\train\ok_front\cast_ok_0_3527.jpeg,train,ok_front
461,6.40,114.0,data_clean\train\def_front\cast_def_0_5065.jpeg,train,data_clean\train\def_front\cast_def_0_6052.jpeg,train,def_front
357,6.40,304.0,data_clean\train\def_front\cast_def_0_1055.jpeg,train,data_clean\train\def_front\cast_def_0_9252.jpeg,train,def_front
1031,6.40,90.0,data_clean\train\ok_front\cast_ok_0_9431.jpeg,train,data_clean\train\ok_front\cast_ok_0_9470.jpeg,train,ok_front
,6.40,186.0,data_clean\train\def_front\cast_def_0_4275.jpeg,train,data_clean\train\def_front\cast_def_0_6411.jpeg,train,def_front
304,6.40,328.0,data_clean\train\ok_front\cast_ok_0_7127.jpeg,train,data_clean\val\ok_front\cast_ok_0_1093.jpeg,val,ok_front
441,6.41,144.0,data_clean\train\def_front\cast_def_0_7667.jpeg,train,data_clean\val\def_front\cast_def_0_181.jpeg,val,def_front
1824,6.41,338.0,data_clean\train\ok_front\cast_ok_0_496.jpeg,train,data_clean\train\ok_front\cast_ok_0_8722.jpeg,train,ok_front
27,6.41,352.0,data_clean\train\def_front\cast_def_0_1042.jpeg,train,data_clean\train\def_front\cast_def_0_8845.jpeg,train,def_front
1798,6.41,36.0,data_clean\train\ok_front\cast_ok_0_2750.jpeg,train,data_clean\train\ok_front\cast_ok_0_5388.jpeg,train,ok_front
120,6.41,274.0,data_clean\train\def_front\cast_def_0_7404.jpeg,train,data_clean\train\def_front\cast_def_0_9707.jpeg,train,def_front
86,6.41,98.0,data_clean\train\def_front\cast_def_0_5284.jpeg,train,data_clean\train\def_front\cast_def_0_6322.jpeg,train,def_front
433,6.41,90.0,data_clean\train\def_front\cast_def_0_2868.jpeg,train,data_clean\train\def_front\cast_def_0_9194.jpeg,train,def_front
1,6.41,292.0,data_clean\train\def_front\cast_def_0_4983.jpeg,train,data_clean\val\def_front\cast_def_0_3108.jpeg,val,def_front
742,6.41,280.0,data_clean\train\def_front\cast_def_0_2367.jpeg,train,data_clean\val\def_front\cast_def_0_708.jpeg,val,def_front
1186,6.41,4.0,data_clean\train\def_front\cast_def_0_6929.jpeg,train,data_clean\val\def_front\cast_def_0_496.jpeg,val,def_front
131,6.41,134.0,data_clean\train\ok_front\cast_ok_0_2383.jpeg,train,data_clean\train\ok_front\cast_ok_0_5008.jpeg,train,ok_front
437,6.41,0.0,data_clean\train\def_front\cast_def_0_2985.jpeg,train,data_clean\train\def_front\cast_def_0_6392.jpeg,train,def_front
483,6.41,118.0,data_clean\train\ok_front\cast_ok_0_1119.jpeg,train,data_clean\train\ok_front\cast_ok_0_1953.jpeg,train,ok_front
1045,6.41,310.0,data_clean\train\def_front\cast_def_0_11.jpeg,train,data_clean\train\def_front\cast_def_0_401.jpeg,train,def_front
186,6.41,48.0,data_clean\val\def_front\cast_def_0_629.jpeg,val,data_clean\val\def_front\cast_def_0_645.jpeg,val,def_front
1288,6.41,0.0,data_clean\train\ok_front\cast_ok_0_1013.jpeg,train,data_clean\train\ok_front\cast_ok_0_7916.jpeg,train,ok_front
612,6.41,90.0,data_clean\train\ok_front\cast_ok_0_4500.jpeg,train,data_clean\val\ok_front\cast_ok_0_2291.jpeg,val,ok_front
1331,6.41,90.0,data_clean\train\ok_front\cast_ok_0_278.jpeg,train,data_clean\train\ok_front\cast_ok_0_9081.jpeg,train,ok_front
181,6.41,0.0,data_clean\train\def_front\cast_def_0_4725.jpeg,train,data_clean\train\def_front\cast_def_0_8371.jpeg,train,def_front
1331,6.41,354.0,data_clean\train\ok_front\cast_ok_0_278.jpeg,train,data_clean\train\ok_front\cast_ok_0_9672.jpeg,train,ok_front
94,6.41,0.0,data_clean\train\def_front\cast_def_0_6434.jpeg,train,data_clean\train\def_front\cast_def_0_7463.jpeg,train,def_front
53,6.41,136.0,data_clean\train\ok_front\cast_ok_0_4091.jpeg,train,data_clean\train\ok_front\cast_ok_0_7355.jpeg,train,ok_front
1765,6.41,294.0,data_clean\train\ok_front\cast_ok_0_1699.jpeg,train,data_clean\train\ok_front\cast_ok_0_4658.jpeg,train,ok_front
31,6.41,338.0,data_clean\train\def_front\cast_def_0_3183.jpeg,train,data_clean\train\def_front\cast_def_0_8723.jpeg,train,def_front
849,6.41,232.0,data_clean\train\def_front\cast_def_0_6042.jpeg,train,data_clean\train\def_front\cast_def_0_8411.jpeg,train,def_front
414,6.41,50.0,data_clean\train\def_front\cast_def_0_2291.jpeg,train,data_clean\train\def_front\cast_def_0_567.jpeg,train,def_front
346,6.41,36.0,data_clean\train\ok_front\cast_ok_0_6009.jpeg,train,data_clean\train\ok_front\cast_ok_0_9250.jpeg,train,ok_front
175,6.42,0.0,data_clean\train\ok_front\cast_ok_0_7295.jpeg,train,data_clean\val\ok_front\cast_ok_0_6682.jpeg,val,ok_front
1319,6.42,20.0,data_clean\train\ok_front\cast_ok_0_4039.jpeg,train,data_clean\train\ok_front\cast_ok_0_9543.jpeg,train,ok_front
1437,6.42,10.0,data_clean\train\ok_front\cast_ok_0_4204.jpeg,train,data_clean\train\ok_front\cast_ok_0_4755.jpeg,train,ok_front
1029,6.42,152.0,data_clean\train\ok_front\cast_ok_0_7309.jpeg,train,data_clean\val\ok_front\cast_ok_0_2900.jpeg,val,ok_front
977,6.42,316.0,data_clean\train\ok_front\cast_ok_0_7986.jpeg,train,data_clean\train\ok_front\cast_ok_0_8171.jpeg,train,ok_front
212,6.42,4.0,data_clean\train\def_front\cast_def_0_7206.jpeg,train,data_clean\val\def_front\cast_def_0_118.jpeg,val,def_front
700,6.42,326.0,data_clean\train\def_front\cast_def_0_6980.jpeg,train,data_clean\train\def_front\cast_def_0_8191.jpeg,train,def_front
1066,6.42,40.0,data_clean\train\def_front\cast_def_0_4597.jpeg,train,data_clean\train\def_front\cast_def_0_8879.jpeg,train,def_front
997,6.42,24.0,data_clean\train\ok_front\cast_ok_0_3725.jpeg,train,data_clean\train\ok_front\cast_ok_0_9610.jpeg,train,ok_front
480,6.42,36.0,data_clean\train\ok_front\cast_ok_0_4622.jpeg,train,data_clean\train\ok_front\cast_ok_0_8735.jpeg,train,ok_front
211,6.42,112.0,data_clean\train\def_front\cast_def_0_196.jpeg,train,data_clean\train\def_front\cast_def_0_8338.jpeg,train,def_front
1519,6.42,276.0,data_clean\train\def_front\cast_def_0_2050.jpeg,train,data_clean\train\def_front\cast_def_0_9242.jpeg,train,def_front
,6.42,82.0,data_clean\train\def_front\cast_def_0_1694.jpeg,train,data_clean\train\def_front\cast_def_0_5991.jpeg,train,def_front
100,6.42,314.0,data_clean\train\def_front\cast_def_0_4609.jpeg,train,data_clean\train\def_front\cast_def_0_5733.jpeg,train,def_front
680,6.42,326.0,data_clean\train\def_front\cast_def_0_133.jpeg,train,data_clean\train\def_front\cast_def_0_5963.jpeg,train,def_front
439,6.42,14.0,data_clean\train\def_front\cast_def_0_7878.jpeg,train,data_clean\train\ok_front\cast_ok_0_4052.jpeg,train,def_front
1282,6.42,284.0,data_clean\train\def_front\cast_def_0_7728.jpeg,train,data_clean\train\def_front\cast_def_0_9420.jpeg,train,def_front
1771,6.43,32.0,data_clean\train\ok_front\cast_ok_0_182.jpeg,train,data_clean\train\ok_front\cast_ok_0_7376.jpeg,train,ok_front
1155,6.43,58.0,data_clean\train\def_front\cast_def_0_2875.jpeg,train,data_clean\train\def_front\cast_def_0_671.jpeg,train,def_front
264,6.43,292.0,data_clean\train\ok_front\cast_ok_0_2379.jpeg,train,data_clean\train\ok_front\cast_ok_0_8860.jpeg,train,ok_front
,6.43,350.0,data_clean\train\def_front\cast_def_0_135.jpeg,train,data_clean\train\def_front\cast_def_0_8463.jpeg,train,def_front
823,6.43,118.0,data_clean\train\def_front\cast_def_0_5147.jpeg,train,data_clean\train\def_front\cast_def_0_9927.jpeg,train,def_front
878,6.43,10.0,data_clean\train\ok_front\cast_ok_0_7055.jpeg,train,data_clean\train\ok_front\cast_ok_0_7933.jpeg,train,ok_front
893,6.43,26.0,data_clean\train\ok_front\cast_ok_0_2710.jpeg,train,data_clean\train\ok_front\cast_ok_0_3450.jpeg,train,ok_front
1373,6.43,58.0,data_clean\train\ok_front\cast_ok_0_2438.jpeg,train,data_clean\train\ok_front\cast_ok_0_4042.jpeg,train,ok_front
717,6.43,76.0,data_clean\train\def_front\cast_def_0_6142.jpeg,train,data_clean\train\def_front\cast_def_0_692.jpeg,train,def_front
107,6.43,186.0,data_clean\train\def_front\cast_def_0_2233.jpeg,train,data_clean\train\def_front\cast_def_0_3742.jpeg,train,def_front
1110,6.43,296.0,data_clean\train\def_front\cast_def_0_2161.jpeg,train,data_clean\train\def_front\cast_def_0_6134.jpeg,train,def_front
1718,6.43,134.0,data_clean\train\def_front\cast_def_0_6368.jpeg,train,data_clean\train\def_front\cast_def_0_9228.jpeg,train,def_front
679,6.43,296.0,data_clean\train\def_front\cast_def_0_1316.jpeg,train,data_clean\train\def_front\cast_def_0_9446.jpeg,train,def_front
39,6.43,0.0,data_clean\train\ok_front\cast_ok_0_3278.jpeg,train,data_clean\val\ok_front\cast_ok_0_1382.jpeg,val,ok_front
1021,6.43,220.0,data_clean\train\ok_front\cast_ok_0_8262.jpeg,train,data_clean\train\ok_front\cast_ok_0_8600.jpeg,train,ok_front
1421,6.44,206.0,data_clean\train\ok_front\cast_ok_0_4495.jpeg,train,data_clean\val\ok_front\cast_ok_0_2894.jpeg,val,ok_front
821,6.44,324.0,data_clean\train\def_front\cast_def_0_4499.jpeg,train,data_clean\val\def_front\new__0_3645.jpeg,val,def_front
683,6.44,318.0,data_clean\train\def_front\cast_def_0_1370.jpeg,train,data_clean\train\def_front\cast_def_0_9587.jpeg,train,def_front
144,6.44,292.0,data_clean\train\ok_front\cast_ok_0_3022.jpeg,train,data_clean\train\ok_front\cast_ok_0_3865.jpeg,train,ok_front
882,6.44,346.0,data_clean\train\ok_front\cast_ok_0_141.jpeg,train,data_clean\train\ok_front\cast_ok_0_3840.jpeg,train,ok_front
54,6.44,0.0,data_clean\train\ok_front\cast_ok_0_4151.jpeg,train,data_clean\val\ok_front\cast_ok_0_5815.jpeg,val,ok_front
944,6.44,124.0,data_clean\train\ok_front\cast_ok_0_2132.jpeg,train,data_clean\train\ok_front\cast_ok_0_7093.jpeg,train,ok_front
,6.44,58.0,data_clean\train\def_front\cast_def_0_1727.jpeg,train,data_clean\train\def_front\cast_def_0_7548.jpeg,train,def_front
1636,6.44,264.0,data_clean\train\def_front\cast_def_0_3899.jpeg,train,data_clean\train\def_front\cast_def_0_4206.jpeg,train,def_front
678,6.44,290.0,data_clean\train\def_front\cast_def_0_6637.jpeg,train,data_clean\train\def_front\cast_def_0_7527.jpeg,train,def_front
1377,6.44,130.0,data_clean\train\ok_front\cast_ok_0_2671.jpeg,train,data_clean\train\ok_front\cast_ok_0_8821.jpeg,train,ok_front
478,6.44,274.0,data_clean\train\ok_front\cast_ok_0_7111.jpeg,train,data_clean\train\ok_front\cast_ok_0_7288.jpeg,train,ok_front
633,6.45,36.0,data_clean\train\ok_front\cast_ok_0_4502.jpeg,train,data_clean\train\ok_front\cast_ok_0_5097.jpeg,train,ok_front
799,6.45,94.0,data_clean\train\def_front\cast_def_0_7177.jpeg,train,data_clean\train\def_front\cast_def_0_7404.jpeg,train,def_front
734,6.45,248.0,data_clean\train\def_front\cast_def_0_2991.jpeg,train,data_clean\train\def_front\cast_def_0_7357.jpeg,train,def_front
161,6.45,280.0,data_clean\train\ok_front\cast_ok_0_2783.jpeg,train,data_clean\train\ok_front\cast_ok_0_5802.jpeg,train,ok_front
341,6.45,90.0,data_clean\train\ok_front\cast_ok_0_4534.jpeg,train,data_clean\train\ok_front\cast_ok_0_6508.jpeg,train,ok_front
592,6.45,308.0,data_clean\train\ok_front\cast_ok_0_4027.jpeg,train,data_clean\train\ok_front\cast_ok_0_5084.jpeg,train,ok_front
106,6.45,118.0,data_clean\train\def_front\cast_def_0_2815.jpeg,train,data_clean\train\def_front\cast_def_0_677.jpeg,train,def_front
,6.45,306.0,data_clean\train\def_front\cast_def_0_7989.jpeg,train,data_clean\train\def_front\cast_def_0_9785.jpeg,train,def_front
1249,6.45,160.0,data_clean\train\def_front\cast_def_0_5710.jpeg,train,data_clean\train\def_front\cast_def_0_7097.jpeg,train,def_front
366,6.45,242.0,data_clean\train\def_front\cast_def_0_4127.jpeg,train,data_clean\train\def_front\cast_def_0_4362.jpeg,train,def_front
564,6.45,200.0,data_clean\train\ok_front\cast_ok_0_2077.jpeg,train,data_clean\train\ok_front\cast_ok_0_4685.jpeg,train,ok_front
816,6.45,300.0,data_clean\train\def_front\cast_def_0_4546.jpeg,train,data_clean\val\def_front\cast_def_0_617.jpeg,val,def_front
1455,6.45,60.0,data_clean\train\ok_front\cast_ok_0_6973.jpeg,train,data_clean\val\ok_front\cast_ok_0_7611.jpeg,val,ok_front
11,6.45,296.0,data_clean\train\def_front\cast_def_0_1853.jpeg,train,data_clean\train\def_front\cast_def_0_9277.jpeg,train,def_front
1175,6.46,0.0,data_clean\train\def_front\cast_def_0_4861.jpeg,train,data_clean\train\def_front\cast_def_0_9590.jpeg,train,def_front
,6.46,54.0,data_clean\train\def_front\cast_def_0_3969.jpeg,train,data_clean\train\def_front\cast_def_0_5362.jpeg,train,def_front
475,6.46,338.0,data_clean\train\ok_front\cast_ok_0_8300.jpeg,train,data_clean\train\ok_front\cast_ok_0_8379.jpeg,train,ok_front
1479,6.46,238.0,data_clean\train\ok_front\cast_ok_0_7707.jpeg,train,data_clean\train\ok_front\cast_ok_0_9921.jpeg,train,ok_front
1211,6.46,66.0,data_clean\train\def_front\cast_def_0_3806.jpeg,train,data_clean\train\def_front\cast_def_0_7030.jpeg,train,def_front
1258,6.46,34.0,data_clean\train\def_front\cast_def_0_7040.jpeg,train,data_clean\train\def_front\cast_def_0_8436.jpeg,train,def_front
,6.46,64.0,data_clean\train\def_front\cast_def_0_3972.jpeg,train,data_clean\train\def_front\cast_def_0_9556.jpeg,train,def_front
1789,6.46,0.0,data_clean\train\ok_front\cast_ok_0_2338.jpeg,train,data_clean\train\ok_front\cast_ok_0_6816.jpeg,train,ok_front
1360,6.46,62.0,data_clean\train\ok_front\cast_ok_0_2164.jpeg,train,data_clean\train\ok_front\cast_ok_0_8891.jpeg,train,ok_front
701,6.46,320.0,data_clean\train\def_front\cast_def_0_1811.jpeg,train,data_clean\train\def_front\cast_def_0_8988.jpeg,train,def_front
48,6.46,142.0,data_clean\train\ok_front\cast_ok_0_572.jpeg,train,data_clean\train\ok_front\cast_ok_0_9891.jpeg,train,ok_front
828,6.46,170.0,data_clean\train\def_front\cast_def_0_4841.jpeg,train,data_clean\val\def_front\cast_def_0_1565.jpeg,val,def_front
742,6.46,180.0,data_clean\train\def_front\cast_def_0_2415.jpeg,train,data_clean\train\def_front\cast_def_0_6464.jpeg,train,def_front
116,6.47,164.0,data_clean\train\def_front\cast_def_0_5480.jpeg,train,data_clean\train\def_front\cast_def_0_6171.jpeg,train,def_front
29,6.47,320.0,data_clean\train\def_front\cast_def_0_3028.jpeg,train,data_clean\train\def_front\cast_def_0_6095.jpeg,train,def_front
1820,6.47,278.0,data_clean\train\ok_front\cast_ok_0_4875.jpeg,train,data_clean\train\ok_front\cast_ok_0_6386.jpeg,train,ok_front
1364,6.47,308.0,data_clean\train\ok_front\cast_ok_0_2219.jpeg,train,data_clean\train\ok_front\cast_ok_0_3251.jpeg,train,ok_front
101,6.47,308.0,data_clean\train\def_front\cast_def_0_3345.jpeg,train,data_clean\train\def_front\cast_def_0_3653.jpeg,train,def_front
124,6.47,320.0,data_clean\train\def_front\cast_def_0_7854.jpeg,train,data_clean\val\def_front\cast_def_0_363.jpeg,val,def_front
612,6.47,44.0,data_clean\train\ok_front\cast_ok_0_4500.jpeg,train,data_clean\train\ok_front\cast_ok_0_7577.jpeg,train,ok_front
124,6.47,274.0,data_clean\train\def_front\cast_def_0_5640.jpeg,train,data_clean\val\def_front\cast_def_0_4134.jpeg,val,def_front
299,6.47,0.0,data_clean\train\ok_front\cast_ok_0_6543.jpeg,train,data_clean\val\ok_front\cast_ok_0_6714.jpeg,val,ok_front
28,6.47,302.0,data_clean\train\def_front\cast_def_0_1207.jpeg,train,data_clean\train\def_front\cast_def_0_3958.jpeg,train,def_front
948,6.47,0.0,data_clean\train\ok_front\cast_ok_0_2194.jpeg,train,data_clean\train\ok_front\cast_ok_0_6763.jpeg,train,ok_front
200,6.47,226.0,data_clean\train\def_front\cast_def_0_1781.jpeg,train,data_clean\train\def_front\cast_def_0_9870.jpeg,train,def_front
1084,6.47,110.0,data_clean\train\def_front\cast_def_0_5094.jpeg,train,data_clean\train\def_front\cast_def_0_848.jpeg,train,def_front
691,6.47,48.0,data_clean\train\def_front\cast_def_0_7508.jpeg,train,data_clean\train\def_front\cast_def_0_9524.jpeg,train,def_front
578,6.47,146.0,data_clean\train\ok_front\cast_ok_0_2207.jpeg,train,data_clean\train\ok_front\cast_ok_0_9543.jpeg,train,ok_front
1538,6.48,70.0,data_clean\train\def_front\cast_def_0_4845.jpeg,train,data_clean\train\def_front\cast_def_0_5411.jpeg,train,def_front
891,6.48,302.0,data_clean\train\ok_front\cast_ok_0_4694.jpeg,train,data_clean\val\ok_front\cast_ok_0_1376.jpeg,val,ok_front
1082,6.48,316.0,data_clean\train\def_front\cast_def_0_4834.jpeg,train,data_clean\train\def_front\cast_def_0_6394.jpeg,train,def_front
747,6.48,166.0,data_clean\train\def_front\cast_def_0_2411.jpeg,train,data_clean\val\def_front\cast_def_0_2276.jpeg,val,def_front
483,6.48,136.0,data_clean\train\ok_front\cast_ok_0_1797.jpeg,train,data_clean\train\ok_front\cast_ok_0_1953.jpeg,train,ok_front
,6.48,238.0,data_clean\train\ok_front\cast_ok_0_2855.jpeg,train,data_clean\val\ok_front\cast_ok_0_4498.jpeg,val,ok_front
368,6.48,140.0,data_clean\train\def_front\cast_def_0_6222.jpeg,train,data_clean\train\def_front\cast_def_0_7543.jpeg,train,def_front
317,6.48,270.0,data_clean\train\ok_front\cast_ok_0_3141.jpeg,train,data_clean\train\ok_front\cast_ok_0_619.jpeg,train,ok_front
264,6.48,304.0,data_clean\train\ok_front\cast_ok_0_2664.jpeg,train,data_clean\train\ok_front\cast_ok_0_2813.jpeg,train,ok_front
246,6.48,314.0,data_clean\train\def_front\cast_def_0_7161.jpeg,train,data_clean\val\def_front\cast_def_0_1500.jpeg,val,def_front
1846,6.48,54.0,data_clean\train\def_front\cast_def_0_116.jpeg,train,data_clean\train\def_front\cast_def_0_9239.jpeg,train,def_front
814,6.48,286.0,data_clean\train\def_front\cast_def_0_431.jpeg,train,data_clean\train\def_front\cast_def_0_6234.jpeg,train,def_front
1604,6.48,6.0,data_clean\train\def_front\cast_def_0_3218.jpeg,train,data_clean\train\def_front\cast_def_0_7950.jpeg,train,def_front
145,6.48,304.0,data_clean\train\ok_front\cast_ok_0_5143.jpeg,train,data_clean\train\ok_front\cast_ok_0_7864.jpeg,train,ok_front
462,6.48,302.0,data_clean\train\def_front\cast_def_0_4116.jpeg,train,data_clean\train\def_front\cast_def_0_5089.jpeg,train,def_front
,6.48,38.0,data_clean\train\def_front\cast_def_0_1038.jpeg,train,data_clean\train\def_front\cast_def_0_6616.jpeg,train,def_front
502,6.48,296.0,data_clean\val\ok_front\cast_ok_0_2730.jpeg,val,data_clean\val\ok_front\cast_ok_0_989.jpeg,val,ok_front
242,6.49,252.0,data_clean\train\def_front\cast_def_0_6554.jpeg,train,data_clean\val\def_front\cast_def_0_496.jpeg,val,def_front
83,6.49,46.0,data_clean\train\def_front\cast_def_0_9221.jpeg,train,data_clean\val\def_front\cast_def_0_1269.jpeg,val,def_front
469,6.49,340.0,data_clean\train\def_front\cast_def_0_608.jpeg,train,data_clean\val\def_front\cast_def_0_1565.jpeg,val,def_front
150,6.49,244.0,data_clean\train\ok_front\cast_ok_0_6770.jpeg,train,data_clean\train\ok_front\cast_ok_0_7463.jpeg,train,ok_front
617,6.49,54.0,data_clean\train\ok_front\cast_ok_0_6965.jpeg,train,data_clean\train\ok_front\cast_ok_0_8538.jpeg,train,ok_front
,6.49,242.0,data_clean\train\ok_front\cast_ok_0_7928.jpeg,train,data_clean\val\ok_front\cast_ok_0_2699.jpeg,val,ok_front
169,6.49,64.0,data_clean\train\ok_front\cast_ok_0_4834.jpeg,train,data_clean\val\ok_front\cast_ok_0_7849.jpeg,val,ok_front
588,6.49,124.0,data_clean\train\ok_front\cast_ok_0_5223.jpeg,train,data_clean\train\ok_front\cast_ok_0_8939.jpeg,train,ok_front
,6.49,284.0,data_clean\train\def_front\cast_def_0_7136.jpeg,train,data_clean\train\def_front\cast_def_0_899.jpeg,train,def_front
20,6.49,274.0,data_clean\train\ok_front\cast_ok_0_1684.jpeg,train,data_clean\train\ok_front\cast_ok_0_4779.jpeg,train,ok_front
,6.49,328.0,data_clean\train\ok_front\cast_ok_0_6844.jpeg,train,data_clean\train\ok_front\cast_ok_0_8476.jpeg,train,ok_front
626,6.49,230.0,data_clean\train\ok_front\cast_ok_0_5575.jpeg,train,data_clean\train\ok_front\cast_ok_0_5649.jpeg,train,ok_front
416,6.49,186.0,data_clean\train\def_front\cast_def_0_832.jpeg,train,data_clean\train\def_front\cast_def_0_9437.jpeg,train,def_front
165,6.49,0.0,data_clean\train\ok_front\cast_ok_0_8757.jpeg,train,data_clean\val\ok_front\cast_ok_0_6681.jpeg,val,ok_front
,6.49,6.0,data_clean\train\ok_front\cast_ok_0_4454.jpeg,train,data_clean\train\ok_front\cast_ok_0_9861.jpeg,train,ok_front
1003,6.49,18.0,data_clean\train\ok_front\cast_ok_0_5003.jpeg,train,data_clean\val\ok_front\cast_ok_0_2737.jpeg,val,ok_front
370,6.49,66.0,data_clean\train\def_front\cast_def_0_1301.jpeg,train,data_clean\train\def_front\cast_def_0_7492.jpeg,train,def_front
634,6.49,298.0,data_clean\train\ok_front\cast_ok_0_7677.jpeg,train,data_clean\train\ok_front\cast_ok_0_9639.jpeg,train,ok_front
251,6.49,334.0,data_clean\train\def_front\cast_def_0_4586.jpeg,train,data_clean\val\def_front\new__0_1339.jpeg,val,def_front
606,6.49,190.0,data_clean\train\ok_front\cast_ok_0_3274.jpeg,train,data_clean\train\ok_front\cast_ok_0_5283.jpeg,train,ok_front
831,6.49,202.0,data_clean\train\def_front\cast_def_0_8893.jpeg,train,data_clean\train\def_front\cast_def_0_9628.jpeg,train,def_front
579,6.50,304.0,data_clean\train\ok_front\cast_ok_0_2237.jpeg,train,data_clean\train\ok_front\cast_ok_0_6764.jpeg,train,ok_front
133,6.50,244.0,data_clean\train\ok_front\cast_ok_0_3932.jpeg,train,data_clean\val\ok_front\cast_ok_0_2722.jpeg,val,ok_front
660,6.50,0.0,data_clean\train\def_front\cast_def_0_7458.jpeg,train,data_clean\val\def_front\cast_def_0_2479.jpeg,val,def_front
1022,6.50,10.0,data_clean\train\ok_front\cast_ok_0_6110.jpeg,train,data_clean\train\ok_front\cast_ok_0_666.jpeg,train,ok_front
116,6.50,20.0,data_clean\train\def_front\cast_def_0_2948.jpeg,train,data_clean\train\def_front\cast_def_0_5480.jpeg,train,def_front
864,6.50,90.0,data_clean\train\ok_front\cast_ok_0_1468.jpeg,train,data_clean\train\ok_front\cast_ok_0_7577.jpeg,train,ok_front
9,6.50,36.0,data_clean\train\def_front\cast_def_0_1092.jpeg,train,data_clean\val\def_front\cast_def_0_459.jpeg,val,def_front
1176,6.50,270.0,data_clean\train\def_front\cast_def_0_7630.jpeg,train,data_clean\train\def_front\cast_def_0_8550.jpeg,train,def_front
1870,6.50,146.0,data_clean\train\def_front\cast_def_0_2081.jpeg,train,data_clean\train\def_front\cast_def_0_2701.jpeg,train,def_front
927,6.50,22.0,data_clean\train\ok_front\cast_ok_0_415.jpeg,train,data_clean\val\ok_front\cast_ok_0_2687.jpeg,val,ok_front
460,6.50,308.0,data_clean\train\def_front\cast_def_0_4171.jpeg,train,data_clean\train\def_front\cast_def_0_5556.jpeg,train,def_front
79,6.50,34.0,data_clean\train\def_front\cast_def_0_109.jpeg,train,data_clean\train\def_front\cast_def_0_6324.jpeg,train,def_front
1750,6.50,358.0,data_clean\train\ok_front\cast_ok_0_121.jpeg,train,data_clean\train\ok_front\cast_ok_0_7046.jpeg,train,ok_front
570,6.51,52.0,data_clean\train\ok_front\cast_ok_0_4316.jpeg,train,data_clean\train\ok_front\cast_ok_0_8931.jpeg,train,ok_front
540,6.51,154.0,data_clean\train\ok_front\cast_ok_0_1907.jpeg,train,data_clean\train\ok_front\cast_ok_0_8966.jpeg,train,ok_front
587,6.51,138.0,data_clean\train\ok_front\cast_ok_0_2523.jpeg,train,data_clean\train\ok_front\cast_ok_0_5763.jpeg,train,ok_front
342,6.51,48.0,data_clean\train\ok_front\cast_ok_0_716.jpeg,train,data_clean\train\ok_front\cast_ok_0_7336.jpeg,train,ok_front
