file,cluster,distance_to_centre
data_clean\train\def_front\cast_def_0_3648.jpeg,3,49.9582
data_clean\val\def_front\cast_def_0_592.jpeg,3,50.1343
data_clean\val\def_front\cast_def_0_3388.jpeg,3,50.4461
data_clean\train\def_front\cast_def_0_5768.jpeg,3,50.9297
data_clean\val\def_front\cast_def_0_4133.jpeg,3,51.1047
data_clean\train\def_front\cast_def_0_6533.jpeg,3,51.4574
data_clean\train\def_front\cast_def_0_2301.jpeg,3,51.9318
data_clean\train\def_front\cast_def_0_6114.jpeg,3,52.0731
data_clean\train\def_front\cast_def_0_2219.jpeg,3,52.2384
data_clean\train\def_front\cast_def_0_4989.jpeg,3,52.8883
data_clean\val\def_front\cast_def_0_3123.jpeg,3,53.5673
data_clean\train\def_front\cast_def_0_5641.jpeg,3,54.1813
data_clean\val\def_front\cast_def_0_2421.jpeg,3,54.2009
data_clean\train\def_front\cast_def_0_9217.jpeg,3,54.4101
data_clean\train\def_front\cast_def_0_5207.jpeg,3,54.8223
data_clean\val\def_front\cast_def_0_7653.jpeg,3,55.3550
data_clean\train\def_front\cast_def_0_2017.jpeg,3,55.5261
data_clean\train\def_front\cast_def_0_3994.jpeg,3,55.7511
data_clean\train\def_front\cast_def_0_4515.jpeg,3,55.7586
data_clean\train\def_front\cast_def_0_7490.jpeg,3,55.9818
data_clean\train\def_front\cast_def_0_4754.jpeg,3,55.9865
data_clean\train\def_front\cast_def_0_3492.jpeg,3,56.2823
data_clean\val\def_front\cast_def_0_1447.jpeg,3,56.3023
data_clean\val\def_front\cast_def_0_1137.jpeg,3,56.6399
data_clean\train\def_front\cast_def_0_9494.jpeg,3,57.0837
data_clean\train\def_front\cast_def_0_2701.jpeg,3,57.1545
data_clean\train\def_front\cast_def_0_9798.jpeg,3,57.6735
data_clean\val\def_front\cast_def_0_457.jpeg,3,57.8230
data_clean\train\def_front\cast_def_0_5838.jpeg,3,57.9869
data_clean\train\def_front\cast_def_0_5336.jpeg,3,58.3354
data_clean\train\def_front\cast_def_0_2164.jpeg,3,58.5306
data_clean\train\def_front\cast_def_0_7331.jpeg,3,59.1422
data_clean\train\def_front\cast_def_0_4230.jpeg,3,59.2456
data_clean\train\def_front\cast_def_0_5770.jpeg,3,59.5037
data_clean\train\def_front\cast_def_0_3914.jpeg,3,60.0576
data_clean\train\def_front\cast_def_0_7553.jpeg,3,60.2794
data_clean\train\def_front\cast_def_0_1175.jpeg,3,60.5021
data_clean\train\def_front\cast_def_0_4626.jpeg,3,61.0464
data_clean\train\def_front\cast_def_0_9165.jpeg,3,61.4599
data_clean\train\def_front\cast_def_0_8662.jpeg,3,61.4849
data_clean\train\def_front\cast_def_0_5900.jpeg,3,61.5658
data_clean\train\def_front\cast_def_0_2699.jpeg,3,61.5728
data_clean\train\def_front\cast_def_0_5669.jpeg,3,61.7079
data_clean\train\def_front\cast_def_0_7946.jpeg,3,61.7333
data_clean\train\def_front\cast_def_0_2778.jpeg,3,61.9231
data_clean\train\def_front\cast_def_0_6909.jpeg,3,62.4450
data_clean\train\def_front\cast_def_0_1116.jpeg,3,62.8762
data_clean\train\def_front\cast_def_0_3239.jpeg,3,62.8801
data_clean\train\def_front\cast_def_0_6459.jpeg,3,63.3450
data_clean\train\def_front\cast_def_0_7555.jpeg,3,63.5254
data_clean\train\def_front\cast_def_0_3976.jpeg,3,63.5668
data_clean\val\def_front\cast_def_0_2212.jpeg,3,63.7812
data_clean\train\def_front\cast_def_0_3290.jpeg,3,63.8278
data_clean\train\def_front\cast_def_0_6610.jpeg,3,64.3411
data_clean\train\def_front\cast_def_0_1738.jpeg,3,64.6922
data_clean\train\def_front\cast_def_0_1110.jpeg,3,64.7756
data_clean\train\def_front\cast_def_0_9481.jpeg,3,64.8317
data_clean\train\def_front\cast_def_0_131.jpeg,3,65.5184
data_clean\train\def_front\cast_def_0_9465.jpeg,3,65.7211
data_clean\train\def_front\cast_def_0_6163.jpeg,3,65.8428
data_clean\val\def_front\new__0_2783.jpeg,3,65.8599
data_clean\train\def_front\cast_def_0_7895.jpeg,3,66.3464
data_clean\train\def_front\cast_def_0_933.jpeg,3,66.3795
data_clean\train\def_front\cast_def_0_2763.jpeg,3,66.5907
data_clean\train\def_front\cast_def_0_4420.jpeg,3,66.6051
data_clean\train\def_front\cast_def_0_5443.jpeg,3,66.7872
data_clean\train\def_front\cast_def_0_1409.jpeg,3,67.0121
data_clean\train\def_front\cast_def_0_8358.jpeg,3,67.9347
data_clean\train\def_front\cast_def_0_3052.jpeg,3,68.0772
data_clean\train\def_front\cast_def_0_2000.jpeg,3,68.0978
data_clean\train\def_front\cast_def_0_4246.jpeg,3,68.2499
data_clean\train\def_front\cast_def_0_4729.jpeg,3,68.4678
data_clean\train\def_front\cast_def_0_6374.jpeg,3,68.6090
data_clean\train\def_front\cast_def_0_2057.jpeg,3,68.6455
data_clean\train\def_front\cast_def_0_9002.jpeg,3,69.5351
data_clean\train\def_front\cast_def_0_4493.jpeg,3,69.8322
data_clean\train\def_front\cast_def_0_4878.jpeg,3,70.5253
data_clean\train\def_front\cast_def_0_4526.jpeg,3,70.6925
data_clean\train\def_front\cast_def_0_8022.jpeg,3,70.7110
data_clean\train\def_front\cast_def_0_9229.jpeg,3,70.7567
data_clean\train\def_front\cast_def_0_7225.jpeg,3,70.8797
data_clean\train\def_front\cast_def_0_2336.jpeg,3,70.9523
data_clean\val\def_front\cast_def_0_939.jpeg,3,70.9783
data_clean\train\def_front\cast_def_0_8381.jpeg,3,71.0137
data_clean\train\def_front\cast_def_0_7190.jpeg,3,71.1718
data_clean\val\def_front\cast_def_0_1510.jpeg,3,71.3603
data_clean\train\def_front\cast_def_0_9480.jpeg,3,71.4002
data_clean\train\def_front\cast_def_0_9.jpeg,3,71.9152
data_clean\train\def_front\cast_def_0_4361.jpeg,3,72.7789
data_clean\val\def_front\cast_def_0_138.jpeg,3,73.0508
data_clean\train\def_front\cast_def_0_4097.jpeg,3,73.1399
data_clean\train\def_front\cast_def_0_2721.jpeg,3,73.2785
data_clean\train\def_front\cast_def_0_4877.jpeg,3,73.4629
data_clean\train\def_front\cast_def_0_7261.jpeg,3,73.7242
data_clean\train\def_front\cast_def_0_6438.jpeg,3,73.7816
data_clean\train\def_front\cast_def_0_5901.jpeg,3,74.1837
data_clean\train\def_front\cast_def_0_999.jpeg,3,74.6810
data_clean\train\def_front\cast_def_0_1014.jpeg,3,74.7494
data_clean\train\def_front\cast_def_0_796.jpeg,3,74.7605
data_clean\train\def_front\cast_def_0_6809.jpeg,3,75.1706
data_clean\train\def_front\cast_def_0_9493.jpeg,3,75.5366
data_clean\train\def_front\cast_def_0_9267.jpeg,3,75.8213
data_clean\train\def_front\cast_def_0_5668.jpeg,3,76.1476
data_clean\val\def_front\cast_def_0_9960.jpeg,3,76.3273
data_clean\train\def_front\cast_def_0_3582.jpeg,3,76.6637
data_clean\train\def_front\cast_def_0_772.jpeg,3,76.8325
data_clean\train\def_front\cast_def_0_2757.jpeg,3,76.8770
data_clean\train\def_front\cast_def_0_6566.jpeg,3,76.9843
data_clean\train\def_front\cast_def_0_6249.jpeg,3,77.1007
data_clean\train\def_front\cast_def_0_2548.jpeg,3,77.2570
data_clean\train\def_front\cast_def_0_4166.jpeg,3,77.3774
data_clean\train\def_front\cast_def_0_8239.jpeg,3,78.2964
data_clean\train\def_front\cast_def_0_2632.jpeg,3,78.7462
data_clean\train\def_front\cast_def_0_2847.jpeg,3,78.7765
data_clean\train\def_front\cast_def_0_8376.jpeg,3,78.8989
data_clean\train\def_front\cast_def_0_8988.jpeg,3,78.9455
data_clean\train\def_front\cast_def_0_7433.jpeg,3,79.4181
data_clean\val\def_front\cast_def_0_1500.jpeg,3,79.4649
data_clean\train\def_front\cast_def_0_8820.jpeg,3,79.7806
data_clean\train\def_front\cast_def_0_8748.jpeg,3,79.8359
data_clean\train\def_front\cast_def_0_4194.jpeg,3,79.8564
data_clean\train\def_front\cast_def_0_9893.jpeg,3,79.9294
data_clean\train\def_front\cast_def_0_8852.jpeg,3,80.1163
data_clean\train\def_front\cast_def_0_3139.jpeg,3,80.5251
data_clean\train\def_front\cast_def_0_4499.jpeg,3,80.6059
data_clean\train\def_front\cast_def_0_8384.jpeg,3,80.6807
data_clean\train\def_front\cast_def_0_6772.jpeg,3,81.3960
data_clean\train\def_front\cast_def_0_2203.jpeg,3,81.7169
data_clean\train\def_front\cast_def_0_5532.jpeg,3,82.1087
data_clean\train\def_front\cast_def_0_6967.jpeg,3,82.3065
data_clean\train\def_front\cast_def_0_6344.jpeg,3,82.4450
data_clean\train\def_front\cast_def_0_1720.jpeg,3,82.6207
data_clean\train\def_front\cast_def_0_9449.jpeg,3,85.2816
data_clean\val\def_front\cast_def_0_1638.jpeg,3,85.3841
data_clean\train\def_front\cast_def_0_6574.jpeg,3,85.4454
data_clean\train\def_front\cast_def_0_1801.jpeg,3,85.5724
data_clean\train\def_front\cast_def_0_3405.jpeg,3,85.6061
data_clean\train\def_front\cast_def_0_9587.jpeg,3,85.6921
data_clean\train\def_front\cast_def_0_5710.jpeg,3,86.1421
data_clean\train\def_front\cast_def_0_4865.jpeg,3,86.1431
data_clean\train\def_front\cast_def_0_6802.jpeg,3,86.1776
data_clean\train\def_front\cast_def_0_1342.jpeg,3,86.3971
data_clean\train\def_front\cast_def_0_4712.jpeg,3,86.8649
data_clean\train\def_front\cast_def_0_8451.jpeg,3,86.9496
data_clean\train\def_front\cast_def_0_4266.jpeg,3,87.3514
data_clean\train\def_front\cast_def_0_308.jpeg,3,87.6202
data_clean\train\def_front\cast_def_0_2578.jpeg,3,87.6890
data_clean\train\def_front\cast_def_0_3104.jpeg,3,87.9999
data_clean\val\def_front\cast_def_0_5302.jpeg,3,88.1911
data_clean\train\def_front\cast_def_0_5131.jpeg,3,88.4519
data_clean\train\def_front\cast_def_0_6733.jpeg,3,88.7963
data_clean\train\def_front\cast_def_0_2305.jpeg,3,88.9158
data_clean\train\def_front\cast_def_0_6825.jpeg,3,88.9703
data_clean\train\def_front\cast_def_0_7224.jpeg,3,89.4251
data_clean\train\def_front\cast_def_0_9291.jpeg,3,90.4078
data_clean\train\def_front\cast_def_0_7807.jpeg,3,90.6770
data_clean\train\def_front\cast_def_0_841.jpeg,3,90.8041
data_clean\train\def_front\cast_def_0_798.jpeg,3,90.9051
data_clean\train\def_front\cast_def_0_8453.jpeg,3,90.9326
data_clean\train\def_front\cast_def_0_8452.jpeg,3,91.2314
data_clean\train\def_front\cast_def_0_7372.jpeg,3,91.2575
data_clean\train\def_front\cast_def_0_4577.jpeg,3,91.2751
data_clean\train\def_front\cast_def_0_421.jpeg,3,91.4759
data_clean\train\def_front\cast_def_0_2552.jpeg,3,91.5761
data_clean\train\def_front\cast_def_0_5055.jpeg,3,91.5870
data_clean\train\def_front\cast_def_0_4039.jpeg,3,92.1494
data_clean\train\def_front\cast_def_0_2946.jpeg,3,92.5896
data_clean\train\def_front\cast_def_0_4607.jpeg,3,92.6623
data_clean\train\def_front\cast_def_0_9981.jpeg,3,92.9679
data_clean\train\def_front\cast_def_0_2329.jpeg,3,93.0875
data_clean\train\def_front\cast_def_0_3913.jpeg,3,93.3251
data_clean\val\def_front\cast_def_0_432.jpeg,3,93.6055
data_clean\train\def_front\cast_def_0_9420.jpeg,3,93.9901
data_clean\train\def_front\cast_def_0_24.jpeg,3,94.0943
data_clean\val\def_front\cast_def_0_1493.jpeg,3,94.1514
data_clean\train\def_front\cast_def_0_1912.jpeg,3,94.1881
data_clean\train\def_front\cast_def_0_5374.jpeg,3,94.7990
data_clean\train\def_front\cast_def_0_1965.jpeg,3,94.9114
data_clean\train\def_front\cast_def_0_3672.jpeg,3,95.0627
data_clean\train\def_front\cast_def_0_9119.jpeg,3,95.1372
data_clean\train\def_front\cast_def_0_6390.jpeg,3,95.6736
data_clean\train\def_front\cast_def_0_3873.jpeg,3,96.6327
data_clean\train\def_front\cast_def_0_2182.jpeg,3,96.7126
data_clean\train\def_front\cast_def_0_1731.jpeg,3,97.6849
data_clean\train\def_front\cast_def_0_7126.jpeg,3,97.7369
data_clean\train\def_front\cast_def_0_1868.jpeg,3,98.0099
data_clean\train\def_front\cast_def_0_9026.jpeg,3,98.5177
data_clean\train\def_front\cast_def_0_4874.jpeg,3,98.6825
data_clean\train\def_front\cast_def_0_9313.jpeg,3,98.9507
data_clean\val\def_front\cast_def_0_1412.jpeg,3,99.6218
data_clean\train\def_front\cast_def_0_3598.jpeg,3,99.6484
data_clean\train\def_front\cast_def_0_8118.jpeg,3,99.7044
data_clean\train\def_front\cast_def_0_2603.jpeg,3,99.7072
data_clean\train\def_front\cast_def_0_2434.jpeg,3,99.7991
data_clean\train\def_front\cast_def_0_4769.jpeg,3,99.8653
data_clean\val\def_front\cast_def_0_659.jpeg,3,100.0063
data_clean\train\def_front\cast_def_0_8947.jpeg,3,100.1457
data_clean\train\def_front\cast_def_0_2679.jpeg,3,100.2242
data_clean\train\def_front\cast_def_0_7831.jpeg,3,100.5639
data_clean\train\def_front\cast_def_0_9562.jpeg,3,100.8093
data_clean\train\def_front\cast_def_0_5889.jpeg,3,101.5224
data_clean\train\def_front\cast_def_0_5331.jpeg,3,101.6848
data_clean\train\def_front\cast_def_0_6415.jpeg,3,101.7011
data_clean\train\def_front\cast_def_0_6124.jpeg,3,101.9754
data_clean\val\def_front\cast_def_0_1397.jpeg,3,102.2207
data_clean\train\def_front\cast_def_0_9588.jpeg,3,102.5059
data_clean\train\def_front\cast_def_0_3802.jpeg,3,102.8619
data_clean\train\def_front\cast_def_0_8106.jpeg,3,102.9048
data_clean\train\def_front\cast_def_0_3187.jpeg,3,103.0036
data_clean\val\def_front\cast_def_0_9969.jpeg,3,103.9392
data_clean\train\def_front\cast_def_0_768.jpeg,3,104.0858
data_clean\train\def_front\cast_def_0_3838.jpeg,3,104.3430
data_clean\train\def_front\cast_def_0_2605.jpeg,3,104.7389
data_clean\train\def_front\cast_def_0_9784.jpeg,3,104.8649
data_clean\train\def_front\cast_def_0_1800.jpeg,3,104.9044
data_clean\train\def_front\cast_def_0_4619.jpeg,3,105.0521
data_clean\train\def_front\cast_def_0_6388.jpeg,3,105.4703
data_clean\train\def_front\cast_def_0_1210.jpeg,3,105.5629
data_clean\train\def_front\cast_def_0_3429.jpeg,3,106.4151
data_clean\val\def_front\cast_def_0_85.jpeg,3,106.7314
data_clean\val\def_front\cast_def_0_5297.jpeg,3,106.7700
data_clean\val\def_front\cast_def_0_1593.jpeg,3,106.8671
data_clean\train\def_front\cast_def_0_4579.jpeg,3,107.3695
data_clean\train\def_front\cast_def_0_918.jpeg,3,107.4641
data_clean\train\def_front\cast_def_0_7710.jpeg,3,107.9677
data_clean\train\def_front\cast_def_0_9607.jpeg,3,108.1157
data_clean\train\def_front\cast_def_0_9762.jpeg,3,108.1313
data_clean\train\def_front\cast_def_0_3956.jpeg,3,108.6145
data_clean\train\def_front\cast_def_0_7421.jpeg,3,108.8142
data_clean\train\def_front\cast_def_0_2596.jpeg,3,109.3978
data_clean\val\def_front\cast_def_0_669.jpeg,3,109.5905
data_clean\train\def_front\cast_def_0_6006.jpeg,3,109.6539
data_clean\train\def_front\cast_def_0_7851.jpeg,3,109.8201
data_clean\train\def_front\cast_def_0_3373.jpeg,3,109.8406
data_clean\train\def_front\cast_def_0_4879.jpeg,3,110.2794
data_clean\train\def_front\cast_def_0_53.jpeg,3,111.3116
data_clean\val\def_front\cast_def_0_2137.jpeg,3,111.7151
data_clean\train\def_front\cast_def_0_6201.jpeg,3,111.7910
data_clean\train\def_front\cast_def_0_6863.jpeg,3,111.9733
data_clean\train\def_front\cast_def_0_1782.jpeg,3,111.9747
data_clean\train\def_front\cast_def_0_7505.jpeg,3,112.0386
data_clean\train\def_front\cast_def_0_7011.jpeg,3,112.3113
data_clean\train\def_front\cast_def_0_2925.jpeg,3,113.0433
data_clean\val\def_front\cast_def_0_3416.jpeg,3,113.2851
data_clean\train\def_front\cast_def_0_4868.jpeg,3,113.6976
data_clean\train\def_front\cast_def_0_6245.jpeg,3,114.4120
data_clean\val\def_front\new__0_7515.jpeg,3,114.5655
data_clean\train\def_front\cast_def_0_3553.jpeg,3,115.3166
data_clean\val\def_front\cast_def_0_4160.jpeg,3,115.4260
data_clean\train\def_front\cast_def_0_2710.jpeg,3,115.5525
data_clean\train\def_front\cast_def_0_2652.jpeg,3,115.7606
data_clean\val\def_front\cast_def_0_164.jpeg,3,116.0858
data_clean\train\def_front\cast_def_0_8077.jpeg,3,117.1448
data_clean\train\def_front\cast_def_0_3430.jpeg,3,117.4304
data_clean\train\def_front\cast_def_0_3365.jpeg,3,117.4697
data_clean\val\def_front\new__0_1664.jpeg,3,117.5257
data_clean\train\def_front\cast_def_0_4942.jpeg,3,117.5516
data_clean\val\def_front\cast_def_0_1172.jpeg,3,117.6391
data_clean\train\def_front\cast_def_0_1402.jpeg,3,118.8834
data_clean\train\def_front\cast_def_0_3515.jpeg,3,118.9038
data_clean\train\def_front\cast_def_0_5070.jpeg,3,119.2205
data_clean\train\def_front\cast_def_0_5103.jpeg,3,119.2620
data_clean\train\def_front\cast_def_0_8220.jpeg,3,119.2848
data_clean\train\def_front\cast_def_0_6014.jpeg,3,119.3425
data_clean\val\def_front\cast_def_0_108.jpeg,3,119.4221
data_clean\train\def_front\cast_def_0_3970.jpeg,3,119.7386
data_clean\train\def_front\cast_def_0_6103.jpeg,3,119.8940
data_clean\train\def_front\cast_def_0_3246.jpeg,3,120.1938
data_clean\train\def_front\cast_def_0_6811.jpeg,3,120.2161
data_clean\train\def_front\cast_def_0_8856.jpeg,3,120.6399
data_clean\val\def_front\new__0_8133.jpeg,3,120.9246
data_clean\train\def_front\cast_def_0_7256.jpeg,3,121.0052
data_clean\train\def_front\cast_def_0_3303.jpeg,3,121.0224
data_clean\train\def_front\cast_def_0_6561.jpeg,3,121.1020
data_clean\train\def_front\cast_def_0_2901.jpeg,3,121.1155
data_clean\train\def_front\cast_def_0_7910.jpeg,3,121.5024
data_clean\val\def_front\cast_def_0_536.jpeg,3,121.8482
data_clean\train\def_front\cast_def_0_6135.jpeg,3,121.9989
data_clean\train\def_front\cast_def_0_8804.jpeg,3,122.0300
data_clean\val\def_front\cast_def_0_1895.jpeg,3,122.0481
data_clean\train\def_front\cast_def_0_1673.jpeg,3,122.0950
data_clean\train\def_front\cast_def_0_744.jpeg,3,122.1018
data_clean\train\def_front\cast_def_0_3622.jpeg,3,122.3581
data_clean\train\def_front\cast_def_0_2052.jpeg,3,122.5955
data_clean\train\def_front\cast_def_0_6729.jpeg,3,122.6344
data_clean\train\def_front\cast_def_0_8377.jpeg,3,122.9520
data_clean\val\def_front\cast_def_0_2342.jpeg,3,124.0239
data_clean\train\def_front\cast_def_0_3920.jpeg,3,124.0391
data_clean\train\def_front\cast_def_0_4600.jpeg,3,124.0508
data_clean\val\def_front\cast_def_0_437.jpeg,3,124.2479
data_clean\train\def_front\cast_def_0_9461.jpeg,3,124.5595
data_clean\train\def_front\cast_def_0_3966.jpeg,3,124.9130
data_clean\train\def_front\cast_def_0_6538.jpeg,3,125.2963
data_clean\train\def_front\cast_def_0_8764.jpeg,3,125.5375
data_clean\train\def_front\cast_def_0_6954.jpeg,3,126.8180
data_clean\train\def_front\cast_def_0_727.jpeg,3,126.9417
data_clean\train\def_front\cast_def_0_3647.jpeg,3,126.9956
data_clean\train\def_front\cast_def_0_681.jpeg,3,127.1932
data_clean\val\def_front\cast_def_0_2215.jpeg,3,127.2626
data_clean\train\def_front\cast_def_0_5861.jpeg,3,127.5156
data_clean\train\def_front\cast_def_0_2612.jpeg,3,128.0337
data_clean\train\def_front\cast_def_0_7950.jpeg,3,128.5671
data_clean\train\def_front\cast_def_0_8428.jpeg,3,128.6069
data_clean\train\def_front\cast_def_0_6539.jpeg,3,128.6135
data_clean\train\def_front\cast_def_0_1883.jpeg,3,128.8122
data_clean\train\def_front\cast_def_0_3250.jpeg,3,128.8388
data_clean\train\def_front\cast_def_0_6293.jpeg,3,128.8523
data_clean\train\def_front\cast_def_0_7907.jpeg,3,128.8751
data_clean\train\def_front\cast_def_0_4817.jpeg,3,128.9415
data_clean\train\def_front\cast_def_0_3544.jpeg,3,129.9124
data_clean\train\def_front\cast_def_0_4059.jpeg,3,129.9505
data_clean\train\def_front\cast_def_0_7085.jpeg,3,130.1638
data_clean\val\def_front\cast_def_0_491.jpeg,3,130.4801
data_clean\train\def_front\cast_def_0_2337.jpeg,3,130.7317
data_clean\train\def_front\cast_def_0_2692.jpeg,3,130.8698
data_clean\train\def_front\cast_def_0_7373.jpeg,3,130.9679
data_clean\train\def_front\cast_def_0_9799.jpeg,3,131.0202
data_clean\train\def_front\cast_def_0_2460.jpeg,3,131.3819
data_clean\val\def_front\cast_def_0_2528.jpeg,3,131.6676
data_clean\val\def_front\cast_def_0_1569.jpeg,3,131.7182
data_clean\val\def_front\cast_def_0_1203.jpeg,3,132.2563
data_clean\train\def_front\cast_def_0_1954.jpeg,3,132.4540
data_clean\train\def_front\cast_def_0_4072.jpeg,3,132.6074
data_clean\train\def_front\cast_def_0_6984.jpeg,3,132.7269
data_clean\train\def_front\cast_def_0_4706.jpeg,3,132.7878
data_clean\train\def_front\cast_def_0_8597.jpeg,3,133.0605
data_clean\train\def_front\cast_def_0_4035.jpeg,3,133.1055
data_clean\train\def_front\cast_def_0_5708.jpeg,3,133.8109
data_clean\train\def_front\cast_def_0_5783.jpeg,3,134.1197
data_clean\val\def_front\cast_def_0_1546.jpeg,3,134.5826
data_clean\train\def_front\cast_def_0_1007.jpeg,3,134.6392
data_clean\val\def_front\cast_def_0_534.jpeg,3,135.0421
data_clean\train\def_front\cast_def_0_2184.jpeg,3,136.5403
data_clean\train\def_front\cast_def_0_4121.jpeg,3,136.6445
data_clean\train\def_front\cast_def_0_4708.jpeg,3,136.6924
data_clean\val\def_front\cast_def_0_242.jpeg,3,137.2598
data_clean\val\def_front\cast_def_0_149.jpeg,3,137.4198
data_clean\train\def_front\cast_def_0_8807.jpeg,3,137.6589
data_clean\train\def_front\cast_def_0_2538.jpeg,3,137.7792
data_clean\train\def_front\cast_def_0_5928.jpeg,3,137.9273
data_clean\train\def_front\cast_def_0_9354.jpeg,3,138.1542
data_clean\train\def_front\cast_def_0_5724.jpeg,3,138.4831
data_clean\train\def_front\cast_def_0_4880.jpeg,3,138.5203
data_clean\val\def_front\cast_def_0_1683.jpeg,3,138.5659
data_clean\train\def_front\cast_def_0_9324.jpeg,3,138.5849
data_clean\train\def_front\cast_def_0_3518.jpeg,3,139.2936
data_clean\val\def_front\cast_def_0_1233.jpeg,3,139.5341
data_clean\train\def_front\cast_def_0_2815.jpeg,3,139.7439
data_clean\train\def_front\cast_def_0_4848.jpeg,3,139.8620
data_clean\train\def_front\cast_def_0_4125.jpeg,3,140.6335
data_clean\train\def_front\cast_def_0_8673.jpeg,3,140.6529
data_clean\train\def_front\cast_def_0_9189.jpeg,3,140.6973
data_clean\train\def_front\cast_def_0_1339.jpeg,3,140.9366
data_clean\train\def_front\cast_def_0_7200.jpeg,3,140.9732
data_clean\train\def_front\cast_def_0_827.jpeg,3,141.4858
data_clean\train\def_front\cast_def_0_337.jpeg,3,141.5340
data_clean\train\def_front\cast_def_0_522.jpeg,3,141.6077
data_clean\train\def_front\cast_def_0_8418.jpeg,3,141.6252
data_clean\val\def_front\cast_def_0_501.jpeg,3,141.6569
data_clean\train\def_front\cast_def_0_9311.jpeg,3,142.1051
data_clean\train\def_front\cast_def_0_7441.jpeg,3,142.5056
data_clean\train\def_front\cast_def_0_5036.jpeg,3,142.6860
data_clean\train\def_front\cast_def_0_3910.jpeg,3,143.1706
data_clean\train\def_front\cast_def_0_4588.jpeg,3,143.2891
data_clean\train\def_front\cast_def_0_2965.jpeg,3,143.4429
data_clean\val\def_front\cast_def_0_656.jpeg,3,143.9639
data_clean\train\def_front\cast_def_0_9198.jpeg,3,144.1460
data_clean\train\def_front\cast_def_0_1745.jpeg,3,144.6760
data_clean\val\def_front\cast_def_0_176.jpeg,3,144.8710
data_clean\train\def_front\cast_def_0_3108.jpeg,3,144.8832
data_clean\train\def_front\cast_def_0_4659.jpeg,3,145.0432
data_clean\train\def_front\cast_def_0_21.jpeg,3,146.0996
data_clean\train\def_front\cast_def_0_3218.jpeg,3,146.1344
data_clean\train\def_front\cast_def_0_8182.jpeg,3,146.1361
data_clean\train\def_front\cast_def_0_3792.jpeg,3,146.1387
data_clean\train\def_front\cast_def_0_3426.jpeg,3,146.3077
data_clean\train\def_front\cast_def_0_3113.jpeg,3,146.5032
data_clean\val\def_front\cast_def_0_1903.jpeg,3,146.6122
data_clean\train\def_front\cast_def_0_5921.jpeg,3,146.8091
data_clean\train\def_front\cast_def_0_2071.jpeg,3,147.1274
data_clean\train\def_front\cast_def_0_5614.jpeg,3,147.3506
data_clean\train\def_front\cast_def_0_1976.jpeg,3,147.4622
data_clean\train\def_front\cast_def_0_5700.jpeg,3,147.5152
data_clean\train\def_front\cast_def_0_9639.jpeg,3,147.5891
data_clean\train\def_front\cast_def_0_2572.jpeg,3,147.5908
data_clean\train\def_front\cast_def_0_3912.jpeg,3,147.6017
data_clean\train\def_front\cast_def_0_5444.jpeg,3,147.6063
data_clean\train\def_front\cast_def_0_8971.jpeg,3,148.4425
data_clean\train\def_front\cast_def_0_1794.jpeg,3,148.5883
data_clean\train\def_front\cast_def_0_9460.jpeg,3,148.6242
data_clean\train\def_front\cast_def_0_5067.jpeg,3,148.6940
data_clean\train\def_front\cast_def_0_447.jpeg,3,148.7357
data_clean\train\def_front\cast_def_0_9479.jpeg,3,149.4180
data_clean\train\def_front\cast_def_0_3753.jpeg,3,149.5873
data_clean\train\def_front\cast_def_0_1709.jpeg,3,149.9460
data_clean\train\def_front\cast_def_0_2723.jpeg,3,150.1182
data_clean\train\def_front\cast_def_0_5753.jpeg,3,150.2329
data_clean\val\def_front\new__0_6708.jpeg,3,150.2970
data_clean\train\def_front\cast_def_0_335.jpeg,3,150.8516
data_clean\train\def_front\cast_def_0_9258.jpeg,3,151.2131
data_clean\val\def_front\cast_def_0_455.jpeg,3,151.2152
data_clean\train\def_front\cast_def_0_6636.jpeg,3,151.5719
data_clean\train\def_front\cast_def_0_7409.jpeg,3,151.6672
data_clean\train\def_front\cast_def_0_2986.jpeg,3,151.8302
data_clean\train\def_front\cast_def_0_9546.jpeg,3,152.0219
data_clean\val\def_front\cast_def_0_619.jpeg,3,152.0798
data_clean\train\def_front\cast_def_0_3018.jpeg,3,152.1526
data_clean\train\def_front\cast_def_0_4049.jpeg,3,152.3690
data_clean\train\def_front\cast_def_0_8868.jpeg,3,152.4826
data_clean\train\def_front\cast_def_0_5608.jpeg,3,152.7649
data_clean\val\def_front\cast_def_0_193.jpeg,3,152.9634
data_clean\train\def_front\cast_def_0_5185.jpeg,3,153.1996
data_clean\val\def_front\cast_def_0_1570.jpeg,3,153.3342
data_clean\train\def_front\cast_def_0_7169.jpeg,3,153.9271
data_clean\train\def_front\cast_def_0_8651.jpeg,3,154.5066
data_clean\train\def_front\cast_def_0_6291.jpeg,3,154.5344
data_clean\train\def_front\cast_def_0_2389.jpeg,3,155.2137
data_clean\train\def_front\cast_def_0_7480.jpeg,3,155.9850
data_clean\train\def_front\cast_def_0_9736.jpeg,3,155.9978
data_clean\train\def_front\cast_def_0_6292.jpeg,3,156.0196
data_clean\train\def_front\cast_def_0_7982.jpeg,3,156.1111
data_clean\train\def_front\cast_def_0_363.jpeg,3,156.1969
data_clean\train\def_front\cast_def_0_4855.jpeg,3,156.4768
data_clean\train\def_front\cast_def_0_2793.jpeg,3,156.5715
data_clean\val\def_front\cast_def_0_154.jpeg,3,156.5840
