file,split,hand_labelled,p_fray,p_chip,p_spot,p_slash
data_clean\train\def_front\cast_def_0_9165.jpeg,train,0,0.9997,0.1503,0.0322,0.7323
data_clean\train\def_front\cast_def_0_9167.jpeg,train,0,0.0033,0.0185,0.5360,0.4709
data_clean\train\def_front\cast_def_0_9169.jpeg,train,0,0.0005,0.0166,0.7894,0.2676
data_clean\train\def_front\cast_def_0_9173.jpeg,train,0,0.0002,0.0674,0.0134,0.7730
data_clean\train\def_front\cast_def_0_9175.jpeg,train,0,0.0002,0.0910,0.0051,0.7527
data_clean\train\def_front\cast_def_0_9179.jpeg,train,0,0.1955,0.0529,0.0307,0.9338
data_clean\train\def_front\cast_def_0_918.jpeg,train,0,0.9998,0.1473,0.0046,0.9374
data_clean\train\def_front\cast_def_0_9180.jpeg,train,0,0.0014,0.0365,0.8066,0.1613
data_clean\train\def_front\cast_def_0_9181.jpeg,train,0,0.0005,0.0079,0.5799,0.3599
data_clean\train\def_front\cast_def_0_9183.jpeg,train,0,0.0004,0.9990,0.0007,0.0200
data_clean\train\def_front\cast_def_0_9184.jpeg,train,0,0.9959,0.6316,0.6287,0.2457
data_clean\train\def_front\cast_def_0_9188.jpeg,train,0,0.0007,0.0039,0.7427,0.3350
data_clean\train\def_front\cast_def_0_9189.jpeg,train,0,0.0009,0.9976,0.0003,0.1108
data_clean\train\def_front\cast_def_0_9191.jpeg,train,0,0.9984,0.3048,0.0439,0.8754
data_clean\train\def_front\cast_def_0_9192.jpeg,train,0,0.0016,0.0244,0.6383,0.3058
data_clean\train\def_front\cast_def_0_9193.jpeg,train,0,0.9998,0.2015,0.0857,0.6454
data_clean\train\def_front\cast_def_0_9194.jpeg,train,1,1.0000,0.0241,0.0043,0.5944
data_clean\train\def_front\cast_def_0_9195.jpeg,train,0,0.0006,0.0870,0.7837,0.0573
data_clean\train\def_front\cast_def_0_9196.jpeg,train,0,0.9984,0.8085,0.9281,0.6965
data_clean\train\def_front\cast_def_0_9198.jpeg,train,0,0.9999,0.1143,0.0008,0.9801
data_clean\train\def_front\cast_def_0_92.jpeg,train,0,0.0003,0.0076,0.8266,0.1599
data_clean\train\def_front\cast_def_0_9204.jpeg,train,0,0.0000,0.4374,0.9261,0.0061
data_clean\train\def_front\cast_def_0_9208.jpeg,train,1,1.0000,0.2618,0.0557,0.7687
data_clean\train\def_front\cast_def_0_9211.jpeg,train,0,0.9999,0.1118,0.0251,0.8131
data_clean\train\def_front\cast_def_0_9212.jpeg,train,0,0.0002,0.0215,0.8827,0.0930
data_clean\train\def_front\cast_def_0_9216.jpeg,train,0,1.0000,0.2652,0.1887,0.5449
data_clean\train\def_front\cast_def_0_9217.jpeg,train,0,0.9999,0.2715,0.0362,0.7694
data_clean\train\def_front\cast_def_0_9220.jpeg,train,0,0.0001,0.0122,0.7613,0.1729
data_clean\train\def_front\cast_def_0_9221.jpeg,train,0,0.0012,0.1875,0.8565,0.0683
data_clean\train\def_front\cast_def_0_9223.jpeg,train,0,0.0021,0.1023,0.9404,0.0507
data_clean\train\def_front\cast_def_0_9228.jpeg,train,0,0.9999,0.4016,0.1081,0.7733
data_clean\train\def_front\cast_def_0_9229.jpeg,train,0,0.9998,0.2110,0.0044,0.9459
data_clean\train\def_front\cast_def_0_9231.jpeg,train,0,0.0050,0.0472,0.5830,0.4072
data_clean\train\def_front\cast_def_0_9233.jpeg,train,0,0.0013,0.9991,0.0003,0.0467
data_clean\train\def_front\cast_def_0_9234.jpeg,train,0,0.0917,0.2782,0.7521,0.1978
data_clean\train\def_front\cast_def_0_9238.jpeg,train,0,1.0000,0.1988,0.0453,0.8547
data_clean\train\def_front\cast_def_0_9239.jpeg,train,0,0.0031,0.0116,0.2917,0.5131
data_clean\train\def_front\cast_def_0_9242.jpeg,train,0,0.0010,0.0271,0.8494,0.1342
data_clean\train\def_front\cast_def_0_9244.jpeg,train,0,0.9823,0.7278,0.6904,0.2339
data_clean\train\def_front\cast_def_0_9245.jpeg,train,0,0.0001,0.0234,0.0968,0.5938
data_clean\train\def_front\cast_def_0_9248.jpeg,train,0,0.9985,0.7420,0.9421,0.8341
data_clean\train\def_front\cast_def_0_925.jpeg,train,0,0.0463,0.0053,0.0012,0.9949
data_clean\train\def_front\cast_def_0_9252.jpeg,train,0,0.0061,0.0051,0.0194,0.9569
data_clean\train\def_front\cast_def_0_9253.jpeg,train,0,0.0004,0.0064,0.6556,0.5021
data_clean\train\def_front\cast_def_0_9254.jpeg,train,0,0.0006,0.0436,0.9101,0.0539
data_clean\train\def_front\cast_def_0_9255.jpeg,train,0,0.0294,0.0735,0.8580,0.3889
data_clean\train\def_front\cast_def_0_9258.jpeg,train,0,1.0000,0.1642,0.0507,0.6289
data_clean\train\def_front\cast_def_0_9259.jpeg,train,0,0.0017,0.1656,0.8519,0.1451
data_clean\train\def_front\cast_def_0_9261.jpeg,train,0,0.0054,0.0460,0.5307,0.4852
data_clean\train\def_front\cast_def_0_9264.jpeg,train,0,0.0010,0.0168,0.5746,0.4079
data_clean\train\def_front\cast_def_0_9266.jpeg,train,0,0.0000,0.9997,0.0006,0.0037
data_clean\train\def_front\cast_def_0_9267.jpeg,train,0,1.0000,0.3571,0.3895,0.4621
data_clean\train\def_front\cast_def_0_9270.jpeg,train,0,0.0001,0.9993,0.0003,0.0174
data_clean\train\def_front\cast_def_0_9275.jpeg,train,0,0.9973,0.6207,0.5094,0.3730
data_clean\train\def_front\cast_def_0_9277.jpeg,train,0,0.0011,0.0056,0.7901,0.2561
data_clean\train\def_front\cast_def_0_928.jpeg,train,1,0.0007,0.2479,0.9343,0.0563
data_clean\train\def_front\cast_def_0_9281.jpeg,train,0,0.9996,0.2255,0.0304,0.8309
data_clean\train\def_front\cast_def_0_9283.jpeg,train,0,0.0762,0.4311,0.8827,0.1762
data_clean\train\def_front\cast_def_0_9285.jpeg,train,0,0.9999,0.4258,0.5419,0.6017
data_clean\train\def_front\cast_def_0_9291.jpeg,train,0,0.0017,0.0925,0.9486,0.0316
data_clean\train\def_front\cast_def_0_9294.jpeg,train,0,0.0289,0.0952,0.0017,0.9764
data_clean\train\def_front\cast_def_0_9299.jpeg,train,0,0.0251,0.2996,0.8701,0.1221
data_clean\train\def_front\cast_def_0_930.jpeg,train,0,1.0000,0.3236,0.2047,0.5934
data_clean\train\def_front\cast_def_0_9301.jpeg,train,0,0.0030,0.0362,0.4339,0.5391
data_clean\train\def_front\cast_def_0_9305.jpeg,train,0,0.0004,0.0492,0.6338,0.2359
data_clean\train\def_front\cast_def_0_9306.jpeg,train,0,0.0019,0.0334,0.7084,0.1436
data_clean\train\def_front\cast_def_0_9311.jpeg,train,0,0.9993,0.1355,0.0036,0.9307
data_clean\train\def_front\cast_def_0_9313.jpeg,train,1,0.9998,0.2145,0.0027,0.9306
data_clean\train\def_front\cast_def_0_9314.jpeg,train,0,0.0009,0.0060,0.6185,0.4245
data_clean\train\def_front\cast_def_0_9317.jpeg,train,1,0.0000,0.5204,0.9320,0.0033
data_clean\train\def_front\cast_def_0_9318.jpeg,train,0,0.0020,0.0594,0.9498,0.0392
data_clean\train\def_front\cast_def_0_9319.jpeg,train,0,0.0006,0.1088,0.8860,0.0309
data_clean\train\def_front\cast_def_0_9322.jpeg,train,0,0.9991,0.7962,0.9770,0.8940
data_clean\train\def_front\cast_def_0_9324.jpeg,train,0,0.9990,0.2390,0.0457,0.7731
data_clean\train\def_front\cast_def_0_9325.jpeg,train,0,0.0016,0.0292,0.5701,0.2179
data_clean\train\def_front\cast_def_0_933.jpeg,train,0,0.9998,0.1287,0.0018,0.9710
data_clean\train\def_front\cast_def_0_9332.jpeg,train,0,0.0016,0.0128,0.5835,0.5773
data_clean\train\def_front\cast_def_0_9340.jpeg,train,0,0.0005,0.9795,0.0005,0.1959
data_clean\train\def_front\cast_def_0_9342.jpeg,train,0,0.0003,0.0143,0.7606,0.1870
data_clean\train\def_front\cast_def_0_9345.jpeg,train,0,0.0002,0.0464,0.8048,0.0766
data_clean\train\def_front\cast_def_0_9348.jpeg,train,0,0.0003,0.0140,0.8881,0.1385
data_clean\train\def_front\cast_def_0_9349.jpeg,train,0,0.0003,0.0430,0.9372,0.0364
data_clean\train\def_front\cast_def_0_9351.jpeg,train,0,0.0000,1.0000,0.0006,0.0007
data_clean\train\def_front\cast_def_0_9354.jpeg,train,0,0.0004,0.9784,0.0075,0.0325
data_clean\train\def_front\cast_def_0_9355.jpeg,train,0,0.0055,0.2265,0.8432,0.1400
data_clean\train\def_front\cast_def_0_9356.jpeg,train,0,0.0035,0.1193,0.9357,0.0929
data_clean\train\def_front\cast_def_0_9357.jpeg,train,0,0.9980,0.3563,0.1915,0.3143
data_clean\train\def_front\cast_def_0_9359.jpeg,train,0,0.0001,0.9998,0.0001,0.0139
data_clean\train\def_front\cast_def_0_936.jpeg,train,0,0.0008,0.0811,0.8863,0.0497
data_clean\train\def_front\cast_def_0_9365.jpeg,train,0,0.0012,0.0097,0.7310,0.3246
data_clean\train\def_front\cast_def_0_9367.jpeg,train,0,0.9996,0.3666,0.2316,0.4987
data_clean\train\def_front\cast_def_0_9368.jpeg,train,0,0.0040,0.1592,0.8497,0.0407
data_clean\train\def_front\cast_def_0_9371.jpeg,train,0,0.0010,0.0744,0.6678,0.1974
data_clean\train\def_front\cast_def_0_9374.jpeg,train,0,0.0059,0.9588,0.0005,0.5626
data_clean\train\def_front\cast_def_0_9378.jpeg,train,0,0.9988,0.2408,0.0137,0.8764
data_clean\train\def_front\cast_def_0_9379.jpeg,train,0,0.0000,0.9999,0.0006,0.0017
data_clean\train\def_front\cast_def_0_938.jpeg,train,0,0.0006,0.0722,0.8415,0.0566
data_clean\train\def_front\cast_def_0_9381.jpeg,train,0,0.0006,0.0099,0.7418,0.2253
data_clean\train\def_front\cast_def_0_9382.jpeg,train,0,0.0000,0.9995,0.0006,0.0044
data_clean\train\def_front\cast_def_0_9386.jpeg,train,0,0.9999,0.2007,0.0458,0.7753
data_clean\train\def_front\cast_def_0_9387.jpeg,train,0,0.0012,0.0036,0.7573,0.5780
data_clean\train\def_front\cast_def_0_9389.jpeg,train,1,0.9997,0.1018,0.0007,0.9880
data_clean\train\def_front\cast_def_0_9390.jpeg,train,0,0.0002,0.0441,0.5744,0.1751
data_clean\train\def_front\cast_def_0_9393.jpeg,train,0,0.0190,0.0132,0.0034,0.9893
data_clean\train\def_front\cast_def_0_9396.jpeg,train,0,0.0234,0.1455,0.9115,0.1878
data_clean\train\def_front\cast_def_0_9397.jpeg,train,0,0.0035,0.2249,0.9459,0.0310
data_clean\train\def_front\cast_def_0_9401.jpeg,train,0,0.9960,0.7281,0.7857,0.4321
data_clean\train\def_front\cast_def_0_9404.jpeg,train,0,0.0404,0.4230,0.8514,0.1556
data_clean\train\def_front\cast_def_0_9406.jpeg,train,0,0.0005,0.0540,0.9046,0.0487
data_clean\train\def_front\cast_def_0_9408.jpeg,train,0,0.0000,0.2382,0.9091,0.0062
data_clean\train\def_front\cast_def_0_9409.jpeg,train,0,0.9999,0.4694,0.4850,0.4862
data_clean\train\def_front\cast_def_0_941.jpeg,train,0,0.0013,0.0446,0.4572,0.2376
data_clean\train\def_front\cast_def_0_9412.jpeg,train,0,0.9998,0.0777,0.0039,0.9490
data_clean\train\def_front\cast_def_0_9417.jpeg,train,0,0.2798,0.0408,0.0240,0.9267
data_clean\train\def_front\cast_def_0_9419.jpeg,train,0,1.0000,0.0521,0.0232,0.4250
data_clean\train\def_front\cast_def_0_9420.jpeg,train,0,0.9999,0.2120,0.0425,0.8077
data_clean\train\def_front\cast_def_0_9421.jpeg,train,0,0.0020,0.1983,0.4625,0.1245
data_clean\train\def_front\cast_def_0_9422.jpeg,train,0,0.0005,0.0143,0.6563,0.2344
data_clean\train\def_front\cast_def_0_9423.jpeg,train,0,0.9993,0.3126,0.0033,0.9250
data_clean\train\def_front\cast_def_0_9429.jpeg,train,0,0.0004,0.9886,0.0103,0.0330
data_clean\train\def_front\cast_def_0_9430.jpeg,train,0,0.2869,0.0249,0.0263,0.9611
data_clean\train\def_front\cast_def_0_9434.jpeg,train,0,0.9976,0.2862,0.0436,0.7791
data_clean\train\def_front\cast_def_0_9435.jpeg,train,0,1.0000,0.1136,0.0364,0.8495
data_clean\train\def_front\cast_def_0_9437.jpeg,train,0,0.0047,0.0679,0.9323,0.0437
data_clean\train\def_front\cast_def_0_9438.jpeg,train,0,0.9996,0.2481,0.0637,0.7098
data_clean\train\def_front\cast_def_0_944.jpeg,train,0,0.0075,0.0044,0.0045,0.9879
data_clean\train\def_front\cast_def_0_9440.jpeg,train,0,0.9994,0.1241,0.0023,0.9417
data_clean\train\def_front\cast_def_0_9442.jpeg,train,0,0.0001,0.9993,0.0003,0.0265
data_clean\train\def_front\cast_def_0_9443.jpeg,train,0,0.0103,0.0032,0.0088,0.9742
data_clean\train\def_front\cast_def_0_9444.jpeg,train,1,0.9996,0.1863,0.0556,0.6377
data_clean\train\def_front\cast_def_0_9445.jpeg,train,0,0.0036,0.0839,0.0045,0.9530
data_clean\train\def_front\cast_def_0_9446.jpeg,train,0,0.0000,0.4666,0.7714,0.0047
data_clean\train\def_front\cast_def_0_9448.jpeg,train,0,0.0223,0.0862,0.7670,0.3951
data_clean\train\def_front\cast_def_0_9449.jpeg,train,1,0.9999,0.1531,0.0044,0.9371
data_clean\train\def_front\cast_def_0_9450.jpeg,train,0,1.0000,0.1757,0.2553,0.6621
data_clean\train\def_front\cast_def_0_9451.jpeg,train,0,0.0006,0.0276,0.8346,0.1828
data_clean\train\def_front\cast_def_0_9453.jpeg,train,0,0.0002,0.9994,0.0004,0.0119
data_clean\train\def_front\cast_def_0_9454.jpeg,train,0,0.9999,0.3203,0.0881,0.8053
data_clean\train\def_front\cast_def_0_9455.jpeg,train,0,0.9991,0.7496,0.9590,0.9125
data_clean\train\def_front\cast_def_0_9456.jpeg,train,0,0.0001,0.0058,0.0621,0.8022
data_clean\train\def_front\cast_def_0_946.jpeg,train,0,0.9999,0.1522,0.0628,0.7140
data_clean\train\def_front\cast_def_0_9460.jpeg,train,0,0.0020,0.9837,0.0001,0.3052
data_clean\train\def_front\cast_def_0_9461.jpeg,train,0,0.0018,0.9992,0.0000,0.0666
data_clean\train\def_front\cast_def_0_9463.jpeg,train,0,0.0008,0.0261,0.8467,0.1114
data_clean\train\def_front\cast_def_0_9464.jpeg,train,0,0.0012,0.0190,0.8177,0.0746
data_clean\train\def_front\cast_def_0_9465.jpeg,train,0,0.0105,0.1008,0.8978,0.2007
data_clean\train\def_front\cast_def_0_9466.jpeg,train,0,0.9947,0.3022,0.1395,0.6922
data_clean\train\def_front\cast_def_0_9467.jpeg,train,0,0.0010,0.0389,0.9056,0.0614
data_clean\train\def_front\cast_def_0_9468.jpeg,train,0,0.0003,0.0035,0.8235,0.1449
data_clean\train\def_front\cast_def_0_9470.jpeg,train,0,0.9999,0.2991,0.2759,0.6019
data_clean\train\def_front\cast_def_0_9478.jpeg,train,0,0.9996,0.2364,0.1113,0.7363
data_clean\train\def_front\cast_def_0_9479.jpeg,train,0,1.0000,0.1690,0.0545,0.7363
data_clean\train\def_front\cast_def_0_9480.jpeg,train,0,0.9985,0.5786,0.5621,0.2708
data_clean\train\def_front\cast_def_0_9481.jpeg,train,0,0.9996,0.7672,0.9672,0.8794
data_clean\train\def_front\cast_def_0_9482.jpeg,train,0,0.0005,0.9985,0.0006,0.0259
data_clean\train\def_front\cast_def_0_9483.jpeg,train,0,0.9999,0.2227,0.1890,0.5522
data_clean\train\def_front\cast_def_0_9486.jpeg,train,0,0.0152,0.1748,0.8866,0.1244
data_clean\train\def_front\cast_def_0_9487.jpeg,train,0,0.0001,0.0184,0.7254,0.1280
data_clean\train\def_front\cast_def_0_9488.jpeg,train,0,0.1529,0.0959,0.2087,0.3944
data_clean\train\def_front\cast_def_0_9489.jpeg,train,0,0.9999,0.2698,0.3116,0.7598
data_clean\train\def_front\cast_def_0_9490.jpeg,train,0,0.0053,0.0451,0.8375,0.2677
data_clean\train\def_front\cast_def_0_9493.jpeg,train,0,0.0011,0.9877,0.0036,0.0558
data_clean\train\def_front\cast_def_0_9494.jpeg,train,0,0.9999,0.1271,0.0014,0.9613
data_clean\train\def_front\cast_def_0_9495.jpeg,train,0,0.0035,0.0760,0.9232,0.0976
data_clean\train\def_front\cast_def_0_9497.jpeg,train,0,0.0040,0.0260,0.6545,0.2159
data_clean\train\def_front\cast_def_0_9498.jpeg,train,0,0.0004,0.0127,0.8934,0.1622
data_clean\train\def_front\cast_def_0_95.jpeg,train,0,0.0003,0.0041,0.0319,0.9027
data_clean\train\def_front\cast_def_0_9500.jpeg,train,1,0.0001,0.2213,0.8368,0.0180
data_clean\train\def_front\cast_def_0_9502.jpeg,train,0,0.0012,0.0003,0.3287,0.7184
data_clean\train\def_front\cast_def_0_9510.jpeg,train,0,0.0014,0.0343,0.5034,0.3905
data_clean\train\def_front\cast_def_0_9515.jpeg,train,0,0.0002,0.0082,0.6341,0.2788
data_clean\train\def_front\cast_def_0_9517.jpeg,train,0,0.9984,0.5429,0.5739,0.2545
data_clean\train\def_front\cast_def_0_9519.jpeg,train,0,0.0005,0.0123,0.7664,0.1696
data_clean\train\def_front\cast_def_0_9520.jpeg,train,0,1.0000,0.3340,0.3864,0.4472
data_clean\train\def_front\cast_def_0_9521.jpeg,train,0,0.9997,0.0748,0.0005,0.9891
data_clean\train\def_front\cast_def_0_9523.jpeg,train,0,0.0026,0.0372,0.7010,0.1233
data_clean\train\def_front\cast_def_0_9524.jpeg,train,0,1.0000,0.0718,0.0358,0.4045
data_clean\train\def_front\cast_def_0_9527.jpeg,train,0,0.0001,0.0046,0.8555,0.2350
data_clean\train\def_front\cast_def_0_9528.jpeg,train,0,0.0098,0.0423,0.0076,0.9782
data_clean\train\def_front\cast_def_0_9531.jpeg,train,0,0.0003,0.0622,0.8179,0.1359
data_clean\train\def_front\cast_def_0_9537.jpeg,train,0,0.0052,0.0145,0.4653,0.4790
data_clean\train\def_front\cast_def_0_9538.jpeg,train,0,0.0003,0.0933,0.6707,0.0963
data_clean\train\def_front\cast_def_0_9539.jpeg,train,0,0.0008,0.0018,0.7308,0.3278
data_clean\train\def_front\cast_def_0_9540.jpeg,train,0,0.9994,0.0583,0.0100,0.5351
data_clean\train\def_front\cast_def_0_9542.jpeg,train,0,0.9901,0.7761,0.8548,0.3468
data_clean\train\def_front\cast_def_0_9545.jpeg,train,1,0.9999,0.1362,0.0409,0.8696
data_clean\train\def_front\cast_def_0_9546.jpeg,train,0,0.9993,0.6420,0.8757,0.6829
data_clean\train\def_front\cast_def_0_9548.jpeg,train,0,0.0047,0.0510,0.6731,0.5363
data_clean\train\def_front\cast_def_0_9552.jpeg,train,0,0.0004,0.0168,0.5747,0.1741
data_clean\train\def_front\cast_def_0_9553.jpeg,train,0,0.0047,0.9678,0.0003,0.5545
data_clean\train\def_front\cast_def_0_9555.jpeg,train,0,0.0012,0.0270,0.6318,0.3418
data_clean\train\def_front\cast_def_0_9556.jpeg,train,0,0.0003,0.9955,0.0004,0.0967
data_clean\train\def_front\cast_def_0_9558.jpeg,train,0,0.0000,0.5610,0.9152,0.0036
data_clean\train\def_front\cast_def_0_9560.jpeg,train,0,0.9999,0.0822,0.0188,0.9048
data_clean\train\def_front\cast_def_0_9562.jpeg,train,0,0.0005,0.9967,0.0007,0.0537
data_clean\train\def_front\cast_def_0_9563.jpeg,train,0,0.0005,0.0788,0.7896,0.0831
data_clean\train\def_front\cast_def_0_9564.jpeg,train,0,0.9981,0.6959,0.7019,0.2037
data_clean\train\def_front\cast_def_0_9569.jpeg,train,0,0.0001,0.9992,0.0002,0.0195
data_clean\train\def_front\cast_def_0_957.jpeg,train,0,0.0000,0.5368,0.9181,0.0061
data_clean\train\def_front\cast_def_0_9573.jpeg,train,0,0.0008,0.0520,0.8156,0.1019
data_clean\train\def_front\cast_def_0_9576.jpeg,train,1,0.9996,0.2213,0.0022,0.9596
data_clean\train\def_front\cast_def_0_958.jpeg,train,0,0.9963,0.7823,0.9525,0.8045
data_clean\train\def_front\cast_def_0_9581.jpeg,train,0,0.0001,0.0115,0.8113,0.1462
data_clean\train\def_front\cast_def_0_9584.jpeg,train,0,1.0000,0.1578,0.0250,0.8744
data_clean\train\def_front\cast_def_0_9587.jpeg,train,0,0.9995,0.0901,0.0016,0.9611
data_clean\train\def_front\cast_def_0_9588.jpeg,train,0,0.0006,0.9994,0.0002,0.0257
data_clean\train\def_front\cast_def_0_9589.jpeg,train,0,0.0482,0.0864,0.7609,0.4755
data_clean\train\def_front\cast_def_0_959.jpeg,train,0,0.9994,0.4766,0.5666,0.5126
data_clean\train\def_front\cast_def_0_9590.jpeg,train,0,0.0019,0.2964,0.6483,0.0466
data_clean\train\def_front\cast_def_0_9591.jpeg,train,0,0.0609,0.1009,0.2532,0.4103
data_clean\train\def_front\cast_def_0_9599.jpeg,train,0,0.0001,0.1895,0.7255,0.0252
data_clean\train\def_front\cast_def_0_9600.jpeg,train,1,0.9992,0.8016,0.9742,0.8635
data_clean\train\def_front\cast_def_0_9601.jpeg,train,0,0.9991,0.3603,0.1673,0.4620
data_clean\train\def_front\cast_def_0_9602.jpeg,train,0,0.0001,0.0603,0.5925,0.0840
data_clean\train\def_front\cast_def_0_9604.jpeg,train,1,0.0374,0.0984,0.4808,0.1860
data_clean\train\def_front\cast_def_0_9607.jpeg,train,0,0.0038,0.2910,0.9417,0.0256
data_clean\train\def_front\cast_def_0_9609.jpeg,train,0,0.0100,0.0779,0.9113,0.0992
data_clean\train\def_front\cast_def_0_9610.jpeg,train,0,0.9997,0.0645,0.0010,0.9823
data_clean\train\def_front\cast_def_0_9616.jpeg,train,0,0.0076,0.0087,0.7013,0.5601
data_clean\train\def_front\cast_def_0_962.jpeg,train,0,0.0122,0.0572,0.9290,0.0695
data_clean\train\def_front\cast_def_0_9621.jpeg,train,0,0.0005,0.9993,0.0001,0.0475
data_clean\train\def_front\cast_def_0_9624.jpeg,train,0,0.0940,0.4987,0.9144,0.1444
data_clean\train\def_front\cast_def_0_9626.jpeg,train,0,0.9997,0.1696,0.0016,0.9750
data_clean\train\def_front\cast_def_0_9627.jpeg,train,0,0.0001,0.0151,0.6698,0.2322
data_clean\train\def_front\cast_def_0_9628.jpeg,train,0,0.9992,0.3986,0.2937,0.2273
data_clean\train\def_front\cast_def_0_9630.jpeg,train,0,0.9974,0.5697,0.6240,0.2951
data_clean\train\def_front\cast_def_0_9631.jpeg,train,1,0.0144,0.0164,0.0031,0.9833
data_clean\train\def_front\cast_def_0_9633.jpeg,train,0,1.0000,0.1378,0.0330,0.8108
data_clean\train\def_front\cast_def_0_9634.jpeg,train,0,0.0006,0.0301,0.7821,0.0824
data_clean\train\def_front\cast_def_0_9635.jpeg,train,0,0.0004,0.0567,0.6047,0.1588
data_clean\train\def_front\cast_def_0_9637.jpeg,train,0,0.0000,0.3926,0.9450,0.0066
data_clean\train\def_front\cast_def_0_9639.jpeg,train,0,0.9997,0.8044,0.9816,0.9012
data_clean\train\def_front\cast_def_0_964.jpeg,train,0,0.0034,0.1145,0.6675,0.1808
data_clean\train\def_front\cast_def_0_9642.jpeg,train,0,0.0001,0.9977,0.0005,0.0368
data_clean\train\def_front\cast_def_0_9646.jpeg,train,0,0.0158,0.3304,0.7873,0.0633
data_clean\train\def_front\cast_def_0_9647.jpeg,train,0,0.0006,0.0165,0.9016,0.1433
data_clean\train\def_front\cast_def_0_965.jpeg,train,0,0.0020,0.0785,0.0100,0.8810
data_clean\train\def_front\cast_def_0_9650.jpeg,train,0,0.0046,0.0551,0.6314,0.3469
data_clean\train\def_front\cast_def_0_9651.jpeg,train,0,0.0003,0.9908,0.0003,0.1770
data_clean\train\def_front\cast_def_0_9658.jpeg,train,0,0.0000,0.6270,0.7933,0.0038
data_clean\train\def_front\cast_def_0_9659.jpeg,train,0,0.0000,0.9999,0.0013,0.0014
data_clean\train\def_front\cast_def_0_9660.jpeg,train,0,0.0042,0.1032,0.6934,0.2701
data_clean\train\def_front\cast_def_0_9661.jpeg,train,0,0.9995,0.5777,0.8828,0.8485
data_clean\train\def_front\cast_def_0_9670.jpeg,train,0,0.0015,0.0594,0.5480,0.1275
data_clean\train\def_front\cast_def_0_9671.jpeg,train,0,0.0008,0.0202,0.8075,0.1336
data_clean\train\def_front\cast_def_0_9673.jpeg,train,0,0.9992,0.2731,0.0025,0.9560
data_clean\train\def_front\cast_def_0_9677.jpeg,train,0,0.9982,0.7939,0.9657,0.8393
data_clean\train\def_front\cast_def_0_9678.jpeg,train,0,0.0004,0.0820,0.8632,0.0774
data_clean\train\def_front\cast_def_0_9682.jpeg,train,0,0.0017,0.0134,0.6531,0.2514
data_clean\train\def_front\cast_def_0_9683.jpeg,train,0,0.0013,0.0205,0.6338,0.2899
data_clean\train\def_front\cast_def_0_9685.jpeg,train,0,0.0001,0.1626,0.0087,0.6750
data_clean\train\def_front\cast_def_0_9689.jpeg,train,0,0.0258,0.0105,0.0115,0.9720
data_clean\train\def_front\cast_def_0_9691.jpeg,train,0,0.9958,0.2391,0.0475,0.9051
data_clean\train\def_front\cast_def_0_9693.jpeg,train,0,0.0036,0.2410,0.9295,0.1128
data_clean\train\def_front\cast_def_0_9695.jpeg,train,0,0.0001,0.3252,0.9389,0.0132
data_clean\train\def_front\cast_def_0_9697.jpeg,train,0,0.0000,0.4042,0.9333,0.0065
data_clean\train\def_front\cast_def_0_97.jpeg,train,0,1.0000,0.1205,0.0460,0.7537
data_clean\train\def_front\cast_def_0_970.jpeg,train,0,0.0001,0.9912,0.0011,0.0473
data_clean\train\def_front\cast_def_0_9700.jpeg,train,0,0.1795,0.0275,0.0206,0.9461
data_clean\train\def_front\cast_def_0_9701.jpeg,train,0,0.0109,0.0925,0.8997,0.1700
data_clean\train\def_front\cast_def_0_9702.jpeg,train,0,0.0038,0.1524,0.9311,0.0354
data_clean\train\def_front\cast_def_0_9703.jpeg,train,0,0.9989,0.3339,0.1751,0.7785
data_clean\train\def_front\cast_def_0_9705.jpeg,train,0,0.0007,0.1470,0.7569,0.1081
data_clean\train\def_front\cast_def_0_9707.jpeg,train,1,0.1719,0.0309,0.0418,0.9199
data_clean\train\def_front\cast_def_0_9710.jpeg,train,1,0.0011,0.0221,0.8622,0.1572
data_clean\train\def_front\cast_def_0_9713.jpeg,train,0,0.0033,0.1023,0.0049,0.8581
data_clean\train\def_front\cast_def_0_9715.jpeg,train,0,0.0016,0.2886,0.8110,0.0526
data_clean\train\def_front\cast_def_0_9717.jpeg,train,0,0.9997,0.4248,0.5708,0.5183
data_clean\train\def_front\cast_def_0_972.jpeg,train,0,0.9990,0.2249,0.0478,0.5687
data_clean\train\def_front\cast_def_0_9723.jpeg,train,0,0.0007,0.0070,0.8126,0.3280
data_clean\train\def_front\cast_def_0_973.jpeg,train,0,0.0013,0.0905,0.6551,0.1820
data_clean\train\def_front\cast_def_0_9730.jpeg,train,0,0.9986,0.2283,0.1310,0.5027
data_clean\train\def_front\cast_def_0_9736.jpeg,train,0,0.9999,0.1685,0.0383,0.7602
data_clean\train\def_front\cast_def_0_974.jpeg,train,0,0.0042,0.1505,0.5595,0.1267
data_clean\train\def_front\cast_def_0_9740.jpeg,train,0,0.0029,0.0156,0.0650,0.8607
data_clean\train\def_front\cast_def_0_9743.jpeg,train,0,0.2696,0.3022,0.7451,0.2537
data_clean\train\def_front\cast_def_0_9744.jpeg,train,0,0.0011,0.2258,0.0050,0.7794
data_clean\train\def_front\cast_def_0_9745.jpeg,train,0,0.0084,0.0687,0.3219,0.3279
data_clean\train\def_front\cast_def_0_9750.jpeg,train,0,0.0038,0.0042,0.0238,0.9469
